lat,lon
41.02898902432,-4.1413488456085
41.02898902432,-4.1413488456085
41.306713872166,-5.2282113393939
41.306713872166,-5.2282113393939
41.044031819554,-5.3970096244489
41.10066420958,-5.3004979409722
41.10198406858,-5.2997400601084
41.266484635461,-5.2660984518947
41.306713872166,-5.2282113393939
41.279068751455,-5.2511096045654
41.279068751455,-5.2511096045654
41.306713872166,-5.2282113393939
41.017148081422,-4.6737272798857
41.017148081422,-4.6737272798857
41.094096872032,-4.7466813948346
41.096045938487,-4.7480915965072
41.294577949449,-4.9012161442151
41.285469287508,-4.6866026192702
41.288346569051,-4.6758456407257
41.409910847668,-5.1324177272629
41.414029448941,-5.1273771715071
41.33632317765,-5.1889973137066
41.365410700218,-5.1659260000183
41.401072324237,-5.1397484610203
41.409910847668,-5.1324177272629
41.395993328918,-5.1422719766709
41.414029448941,-5.1273771715071
41.44567860665,-5.0900649360012
41.543223582649,-5.327565096079
41.549351599233,-5.4538539266105
41.543223582649,-5.327565096079
41.541952568571,-5.3740079244642
41.525079544456,-5.2433154306886
41.525296234518,-5.0425661908671
41.525079544456,-5.2433154306886
41.525296234518,-5.0425661908671
41.63225982594,-5.1867421066522
41.654816243536,-5.1922279856213
41.410417204766,-4.9638060420321
41.410417204766,-4.9638060420321
41.446452015762,-4.6649223109057
41.446452015762,-4.6649223109057
41.54009967861,-4.6894408023595
41.539255428129,-4.6924496667815
41.527901085441,-4.6970064969933
41.553248255498,-4.666362727088
41.02898902432,-4.1413488456085
41.02898902432,-4.1413488456085
41.000934536671,-4.3192612784394
41.02898902432,-4.1413488456085
41.02898902432,-4.1413488456085
41.123211546834,-4.2636915840345
41.30569839063,-4.400117741724
41.289678434589,-4.327267901099
41.30569839063,-4.400117741724
41.289678434589,-4.327267901099
41.204347259218,-4.1428281025284
41.063171340779,-3.8877688720535
41.02298364194,-3.9597540107518
41.063171340779,-3.8877688720535
41.037894086539,-3.9191730763521
41.118638827954,-3.9039518115216
41.254807258953,-3.8760321883083
41.190548,-3.993737
41.191100939326,-4.0583185017939
41.287638603557,-3.9959593344786
41.244110442186,-3.7098879422132
41.405512763451,-4.3276479804245
41.4126816,-4.3220900999978
41.405512763451,-4.3276479804245
41.405512763451,-4.3276479804245
41.4126816,-4.3220900999978
41.416089010467,-4.3472400501635
