timestamp,image,lat,lon,score
2025-09-20T15:56:42.832502,2087138138456020.jpg,0.0,0.0,0.04553823545575142
2025-09-20T15:56:42.962974,991646645829335.jpg,0.0,0.0,0.04097951203584671
2025-09-20T15:56:43.087504,371974154243734.jpg,0.0,0.0,0.05077490210533142
2025-09-20T15:56:43.212504,802353962350607.jpg,0.0,0.0,0.03926917910575867
2025-09-20T15:56:43.337043,178321737505281.jpg,0.0,0.0,0.0557490736246109
2025-09-20T15:56:43.466067,1204199464166734.jpg,0.0,0.0,0.04330488666892052
2025-09-20T15:56:43.595243,541087016979518.jpg,0.0,0.0,0.04495652765035629
2025-09-20T15:56:43.720859,2229297867533062.jpg,0.0,0.0,0.04901627451181412
2025-09-20T15:56:43.847578,769652160404773.jpg,0.0,0.0,0.040413785725831985
2025-09-20T15:56:43.970306,158760349516240.jpg,0.0,0.0,0.0622369758784771
