gt_lat,gt_lon,pred_lat,pred_lon,error_km
16.146444599998,168.1148514,-11.584537456721709,24.33791999630002,16076.94473946868
-33.98184925644,-32.612652918486,-32.64251182105712,-34.97461257383852,265.22738478701075
-35.595377,-62.4435055,-29.370636732812702,-57.600686850432844,827.6121411934867
-3.9707426869888,122.5906746048,6.482120032661324,3.449324360046168,13273.786376769356
22.055194781733,-159.38694063739,-13.259045252883292,-63.998092670646464,11101.357405322231
17.9971477,-15.6410917,13.299419154855283,-21.928563057542004,851.9063948331037
40.269087605668,-11.799009156275,-1.2292322000685663,83.38479209111188,10535.602546208427
-4.5657694533971,136.87769099789,-5.98133096253132,127.55874965680572,1043.7334557943789
-35.3917309,-62.4237201,6.444821817288316,63.59141964744863,13651.81929886931
1.8509544711577,172.99873894097,-12.223322377358835,60.194638917400006,12528.421928048792
26.5579432,78.7202628,26.541575378700827,78.71313625867232,1.9531935284691733
1.9828404529191,-157.35593335685,1.6905782469398227,29.330480239564153,19166.89089397371
1.9902825470222,-157.37940550382,-1.9472455818180767,-47.70882754862609,12200.108749236037
1.9831686861805,-157.3657819861,8.53216541278217,-98.67496181884398,6533.014517935827
2.041881001924,-157.49023364798,-14.868774424912045,-58.867255373048096,10992.35519468208
22.688583324679,131.12826227172,-0.6306604642824855,20.245192525093707,12171.086548008498
-14.893372827309,50.27758068755,-22.97391214661772,106.91238164464104,5989.757484299177
-35.025622222222,117.87645555556,9.89154501612488,70.93858222667548,7017.871456026033
-77.8463677,166.6717459,-17.443673060354847,61.049443504677946,8470.248874345589
-27.100351125556,-109.37711997465,-22.518022183749142,-44.06863522951479,6538.597218614122
-27.140849,-109.411603,-13.857003701387244,113.85324708341561,13490.756889002605
4.7914388888889,51.779036111111,-2.955320666474417,68.41930372723863,2039.4993622754678
-18.612210349112,-174.00089703609,7.946503382950364,3.351710336241493,18795.112002507118
-27.098266705185,-109.37879372492,-29.035343576174512,-59.698170683365014,4843.120972014877
38.0006071919,-41.857120398158,38.03894419561531,-42.00594279355869,13.715979600032767
-77.8462596,166.6668388,-54.42170995567073,3.3892877647248,5262.817849183222
-8.1421162957581,-24.345313226706,-6.9702619546716145,-20.841413263414267,407.6132469582005
-35.086054043358,-32.561044387261,-35.06216743239625,-32.55837891054313,2.6671231724662814
27.945975,179.8463067,27.493756952363128,160.63702067923325,1889.56214417594
-67.567985,-68.122978333333,-20.535872203184518,-58.87187910693136,5270.080531607391
16.1335336,168.1298906,-25.10573798195698,-7.9350587576343,18936.871470000657
-27.100002753553,-109.37743984645,-13.85909782900446,-4.08084747065625,10766.826266303884
-18.846018,72.47929275,-0.5946773146319944,63.86305699411581,2236.5537833643466
2.043164789686,-157.48663920077,4.614159914093628,-62.5018611277063,10541.333356861005
38.07843726052,-47.7175375166,38.078437260503655,-47.71753752115738,3.989075281360017e-07
