id,gt_lat,gt_lon,pred_lat,pred_lon,error_km
0,16.146444599998,168.1148514,-27.139872,-109.411332,10102.450258290637
1,-33.98184925644,-32.612652918486,-32.63469743042,-34.402091130057,223.80305331924882
2,-35.595377,-62.4435055,-35.5857727,-62.4550269,1.4919350265078455
3,-3.9707426869888,122.5906746048,27.499819481896,88.537163168213,5057.090759510404
4,22.055194781733,-159.38694063739,-37.3303197,-59.0812522,12350.70190129663
5,17.9971477,-15.6410917,17.9521408,-15.5015537,15.5840525030695
6,40.269087605668,-11.799009156275,40.273692972635,-11.796231321058,0.5637213411170517
7,-4.5657694533971,136.87769099789,-4.5663216414502,136.88008716158,0.2726005455309158
8,-35.3917309,-62.4237201,7.0879285488889,125.57122483333,16763.767917598034
9,1.8509544711577,172.99873894097,-8.5123826,126.9849032,5228.806579782941
10,26.5579432,78.7202628,26.5380474,78.7237048,2.2386484664817767
11,1.9828404529191,-157.35593335685,-9.4577274153145,160.10198785786,4880.591560409196
12,1.9902825470222,-157.37940550382,2.0324978845973,-157.42218254215,6.680729132242561
13,1.9831686861805,-157.3657819861,2.0321961330251,-157.42200697466,8.292085147909505
14,2.041881001924,-157.49023364798,14.703587571578,-17.47459478092,15236.131983535555
15,22.688583324679,131.12826227172,13.46727220676,144.79879792035,1769.925072468229
16,-14.893372827309,50.27758068755,-14.894530130876,50.278079864542,0.1394185446662106
17,-35.025622222222,117.87645555556,-27.111154390683,-109.37230189964,11507.368393974386
18,-77.8463677,166.6717459,-77.8463268,166.6720834,0.009116396621456437
19,-27.100351125556,-109.37711997465,-27.100720756358,-109.37678890069,0.0525670622730926
20,-27.140849,-109.411603,-32.377135666667,134.34160698507,10569.45264902969
21,4.7914388888889,51.779036111111,-9.414557105,147.44010982,10713.866203553054
22,-18.612210349112,-174.00089703609,-13.682447,50.021800599998,14001.425003665583
23,-27.098266705185,-109.37879372492,-27.091308529562,-109.38150997192,0.8191048771661216
24,38.0006071919,-41.857120398158,37.988889419167,-50.208898339331,731.6138778099817
25,-77.8462596,166.6668388,-54.421750310282,3.3887837865259,5262.816063483716
26,-8.1421162957581,-24.345313226706,-8.068883760544,-24.126344479097,25.443265033608114
27,-35.086054043358,-32.561044387261,-35.05542027823,-32.55762600414,3.4204958122357687
28,27.945975,179.8463067,27.945975,179.8463067,0.0
29,-67.567985,-68.122978333333,-52.76925247549,-71.31773240287,1654.4698428721226
30,16.1335336,168.1298906,-20.8884787,15.5405202,17080.778392217366
31,-27.100002753553,-109.37743984645,-27.100720756358,-109.37678890069,0.1025964212185257
32,-18.846018,72.47929275,-18.846018,72.47929275,0.0
33,2.043164789686,-157.48663920077,-52.385788,-68.417147,10124.369596133667
34,38.07843726052,-47.7175375166,38.07843726052,-47.7175375166,0.0
35,-6.2974772999722,176.3184621,-6.2946952999722,176.3210907,0.42437967102954444
36,2.0221870330489,-157.48903094376,-5.186706,-80.610899,8576.314362489178
37,-54.2647463596,-36.501215547357,-21.335750389676,-174.95160531357,10721.29944944654
38,-4.5648755361457,136.86721415762,-4.5657694533971,136.87769099789,1.1655215601686517
39,-77.8458894,166.6683252,16.101793,168.1416794,10446.932737176146
40,-6.2946952999722,176.3210907,-6.2974772999722,176.3184621,0.42437967102954444
41,-54.262541080876,-36.49784015495,-45.394949199972,167.7587058,8698.882679527744
42,-33.713359,0.0,-43.787157,173.069834,11368.806461078962
43,-77.8463774,166.6716091,-77.8463677,166.6717459,0.0033792791484580243
44,-4.5651456880952,136.87114504127,-4.5648755361457,136.86721415762,0.43674200917407136
45,-36.035700762307,-32.667014264013,-35.974433232052,-32.660177497771,6.840340037546021
46,16.133585100003,168.129909,25.348325,106.242399,6463.4772506906975
47,-27.101752896902,-109.37579874997,-27.100351125556,-109.37711997465,0.20346895515321994
48,43.939628128418,-59.877183952711,43.939560752599,-59.877240795773,0.008765979672212565
49,38.06805925288,-50.6117926804,38.07065375479,-49.88822888945,63.341173438727935
50,37.988889419167,-50.208898339331,38.0006071919,-41.857120398158,731.6138778099817
51,-4.1018456769078,138.93215966343,-67.570268333333,-68.128181666667,11767.814624619312
52,-13.682447,50.021800599998,-18.612210349112,-174.00089703609,14001.425003665583
53,38.049576713333,-44.781052506667,38.04958336,-48.85205728,356.4430377213889
54,-4.3340244646271,-12.958938351019,-4.4072569998411,-13.177907098628,25.606684474330386
55,-27.094912359832,-109.38071075178,-19.327830423257,146.72557521622,10332.440978232908
56,37.4989176,-46.501526449524,37.4989176,-46.307796213333,17.09051909776862
57,-6.2911852,176.3161641,-6.2974772999722,176.3184621,0.7443240096243393
58,43.938013116899,-59.877024822532,43.938252927735,-59.877236150531,0.031581412178116997
59,-35.539056218967,-33.267712202583,-35.275362752264,-33.535469784341,38.060749664968476
60,-6.3113029154066,-18.871094536472,-6.6042330562628,-19.746969526909,102.1093311834395
61,38.554098798333,-38.445941305,38.554098525,-30.352058925,703.5893969997699
62,-5.2860474224098,-15.80553206994,-4.8466522111255,-14.491719584284,153.5014105713295
63,-35.698729345905,-32.629412049682,-35.729363111033,-32.632830432803,3.4202718888576724
64,-27.098925492085,-109.37838422977,-27.099543671785,-109.37790542822,0.08349436912247055
65,-25.4847222,-124.2436111,-19.1466667,8.4033333,12886.11014599562
66,-67.5718,-68.12929,-67.570268333333,-68.128181666667,0.17668529719384327
67,-6.2938309999722,176.3158222,-6.2921161,176.31507139997,0.2079615606464503
68,38.07151858876,-49.647040959133,38.07065375479,-49.88822888945,21.113272673297264
69,-4.9953135567602,-14.937398257149,-3.4052697078032,-10.182718105778,556.1126085273877
70,-56.936228080158,-28.014700948282,-56.93615297933,-28.014403465622,0.019885219768320663
71,-3.4052697078032,-10.182718105778,-4.9953135567602,-14.937398257149,556.1126085273877
72,-34.320209915173,-32.475584809236,-35.147321573612,-32.567881153503,92.35651805235531
73,-54.421741616696,3.3888923584485,-54.421750310282,3.3887837865259,0.007090246716713519
74,0.0,-180.0,32.482235299998,119.9404053,7238.908413839305
75,1.5001989099929,124.89054551999,26.2141201,127.6745611,2764.1487068472115
76,-4.0130178068343,-11.983733670417,-4.2073397293216,-12.564020695669,67.8893808414999
77,-35.802749685671,-32.999954620824,-35.539056218967,-33.267712202583,38.010017174557845
78,-27.111154390683,-109.37230189964,-35.025622222222,117.87645555556,11507.368393974386
79,-35.003961111111,117.51656111111,-35.004661111111,117.516975,0.08648468090220643
80,-77.8461044,166.6672587,-77.8461786,166.6669886,0.010395033904473501
81,-18.614455970495,-174.00302211366,-34.9324563704,-57.9377458245,11022.31669745766
82,-35.239222868994,-32.578136302866,-35.269856634122,-32.581554685987,3.42043201527867
83,-4.7734196759114,-14.272750836675,-4.8466522111255,-14.491719584284,25.592517008544508
84,27.945975,179.8463067,36.408523109135,-146.8458305345,3254.6834182964594
85,-6.2868554,176.31439449997,14.8680945,-24.706412299999,17529.750464746037
86,-25.594301571447,-37.358759118259,-25.380422236059,-37.790918785271,49.46905922475827
87,-24.3366585,-128.3139861,-34.9395572428,-57.971999571,6764.891969036813
88,-31.4055556,-130.3563889,-19.1466667,8.4033333,12877.402621072655
89,-6.5023393154404,-19.458263937371,-6.2828656630405,-18.801488575686,76.56919965635863
90,-54.269396534706,-36.502881743979,-22.721768856049,-22.721768856049,3692.428575606403
91,-5.7254426336942,-17.119344555597,-5.7986751689082,-17.338313303206,25.557185045192675
92,22.645468659512,131.39413603825,22.674303654107,131.21703545072,18.453255439602952
93,27.945975,179.8463067,27.945975,179.8463067,0.0
94,-67.570336666667,-68.12801,-67.570186666667,-68.127851666667,0.01798115947809674
95,38.06892408685,-50.370604750083,38.06027574715,-52.78248405325,211.14557868962416
96,39.436501041056,-31.257868409167,7.4879503,99.0849626,12719.481751772397
97,0.0,-180.0,25.480671363064,48.138437136869,14126.598360993074
98,-54.421584682483,3.3908522688457,-54.421640590538,3.3909122925004,0.007329852907945212
99,-29.5197898146,-38.539660931473,-29.34910994524,-38.766377084975,29.021356340773632
100,1.514422229991,124.91755734999,9.5303855555556,118.58988083333,1133.1925915705838
101,-7.7776670572399,-23.269001968737,-6.6414250407109,-19.866700020367,396.01546862122024
102,-67.568265,-68.123328333333,-67.568503333333,-68.124265,0.04776819958585342
103,-3.9893352076181,122.51698689218,-17.704231160903,168.30358772789,5209.981849522709
104,-32.25066772436,-34.912202475437,-30.36709345178,-37.414177169444,316.78382601647047
105,-4.7465500962417,-14.204061043894,-4.9660237486415,-14.860836405578,76.75113152667743
106,37.4989176,-30.458241265,37.4989176,-32.1110023425,145.80164341197224
107,-3.8198401157788,-11.417453463835,-6.5444697850104,-19.557705153378,950.9156896717043
108,-4.0358005932902,122.491733147,-17.704231160903,168.30358772789,5210.784732639455
109,-6.3448808766815,-18.94717797344,-6.5392027991688,-19.527464998692,67.66051299273244
110,-33.981666666667,-112.43083333333,32.505409333306,-8.1714166666667,13143.635524495958
111,-30.36709345178,-37.414177169444,-30.37928487102,-37.397983158479,2.06185022588109
112,38.07930209449,-47.476349586284,38.07930209449,-47.476349586284,0.0
113,-18.660563336637,-174.03955954745,7.90502,52.169018,14889.245968043333
114,-35.016202777778,117.88049166667,-33.402907233694,-70.658176057,12355.39060040278
115,-54.441028512134,-36.189404474605,-54.441050849906,-36.189440181513,0.003391284304041724
116,-6.6042330562628,-19.746969526909,-6.4577679858347,-19.30903203169,51.048036670793586
117,37.51046224,-48.92063152,14.687577799972,-17.451893099972,4004.7768902196003
118,2.0165954729413,-157.4856113487,-35.449074302273,-72.475564662253,9686.278604267944
119,-4.9846274192707,-14.885168796677,-5.1789493417579,-15.465455821929,67.80626881755283
120,-4.0410943237708,-12.083063360581,-3.9678617885568,-11.864094612972,25.61745729223739
121,-4.5663216414502,136.88008716158,-4.5657694533971,136.87769099789,0.2726005455309158
122,-14.893276637919,50.275164088591,-5.373947,104.966288,6064.18682237064
123,-21.201464098442,-172.02016182663,-29.559391976736,149.60062439831,3947.1057823708975
124,-61.33,-62.865,1.3300902,172.9947103,11879.051882388754
125,-4.3466909090097,55.770494705118,-4.3489367561455,55.775363668851,0.5948085447194745
126,16.101726699997,168.1416623,17.9419891,-15.4748438,16208.932988318524
127,43.93884225067,-59.878215791549,43.939560752599,-59.877240795773,0.11170245769752346
128,-26.011343926788,-36.421469743888,-25.380422236059,-37.790918785271,154.10959391254687
129,1.9878989667735,-157.37358445924,26.665082763587,127.90714400498,8391.502335175948
130,-5.680168410706,-16.979456438191,-3.6243739618598,-10.823159619913,719.5316678662215
131,-54.421654530948,3.3899799496049,-54.421689305292,3.3895456619143,0.02836103716335727
132,-4.5270764438418,-13.547285682209,-4.7465500962417,-14.204061043894,76.77307916580695
133,-35.005830555556,117.51788888889,-35.004661111111,117.516975,0.15439491847801376
134,2.0353675101598,-157.494114485,-51.845689621501,-58.3159905643,10815.029426780244
135,-77.8465337,166.6690092,-77.8464808,166.6689583,0.006001687467402361
136,-8.4350464366143,-25.221188217143,-8.5815115070424,-25.659125712362,50.83966445216839
137,-35.024497222222,117.67413888889,-35.025302777778,117.66613611111,0.734200100228836
138,-35.004661111111,117.516975,-35.005830555556,117.51788888889,0.15439491847801376
139,-5.2884801503168,-15.821256437898,-6.7387058775077,-20.159817323175,506.13294620693154
140,7.1279179283333,171.04672023429,7.1190922971934,171.05716343059,1.5135380683489368
141,-31.57404395654,-35.810970083964,-31.63500105274,-35.730000029142,10.234398027574104
142,-8.4776021870389,-25.369242192533,-8.0386548822392,-24.055691469164,152.5634849197531
143,-6.2935173,176.31978829997,-6.2926947999722,176.3152967,0.5047878909628388
144,-21.335750389676,-174.95160531357,-54.2647463596,-36.501215547357,10721.29944944654
145,38.041619396467,-12.625897604052,38.012324964633,-33.505342456985,1824.9754605731248
146,16.1464482,168.1146852,39.436451378278,-31.25793135725,13515.4997162015
147,-77.8464808,166.6689583,-77.8465337,166.6690092,0.006001687467402361
148,-54.421640590538,3.3909122925004,-54.421662584625,3.3909061330093,0.0024778827887496167
149,-24.3365736,-128.3137468,-8.7195137,125.43556429997,11222.546039044091
150,7.1126635,171.3677444,1.3706856,173.1643473,668.814155902451
151,-7.3164904891179,-21.8486130997,-8.0937781790669,-24.169761200708,269.9760538045216
152,-3.9702937015353,122.5244264006,-8.6384188273969,125.45193130947,611.6070377695928
153,0.0,-180.0,-8.6386290999722,126.38181059997,6015.159951460455
